brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,description
Jeep,Grand Cherokee Summit,2020,31349,Petrol,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,0,No,39366,Jeep Grand Cherokee Summit Petrol 5.7L V8 16V MPFI OHV Interior color: Black exterior color: Granite Crystal Clearcoat Metallic Automatic car 2020
Lexus,RC 350 Base,2015,48000,Petrol,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Orange,Red,0,Yes,32900,Lexus RC 350 Base Petrol 306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: Red exterior color: Orange Automatic car 2015
BMW,525 i,2005,91420,Petrol,215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,8900,BMW 525 i Petrol 215.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2005
Toyota,Corolla LE,2003,124756,Petrol,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Beige,Beige,1,Yes,4995,Toyota Corolla LE Petrol 130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Beige Manual car 2003
Cadillac,CT5-V Blackwing,2023,2415,Petrol,6.2L V8 16V GDI OHV Supercharged,Automatic,Rift Metallic,Gray,0,No,104900,Cadillac CT5-V Blackwing Petrol 6.2L V8 16V GDI OHV Supercharged Interior color: Gray exterior color: Rift Metallic Automatic car 2023
GMC,Acadia SLT-1,2012,116226,Petrol,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,7900,GMC Acadia SLT-1 Petrol 288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2012
Lexus,LC 500 Base,2020,37869,Petrol,5.0L V8 32V PDI DOHC,Automatic,Atomic Silver,Rioja Red,0,No,75950,Lexus LC 500 Base Petrol 5.0L V8 32V PDI DOHC Interior color: Rioja Red exterior color: Atomic Silver Automatic car 2020
BMW,i8 Base,2019,41500,Hybrid,369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Automatic,White,Black,0,Yes,86000,BMW i8 Base Hybrid 369.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas Interior color: Black exterior color: White Automatic car 2019
Lexus,ES 300h Base,2013,87001,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Unknown,Gold,Beige,0,Yes,17995,Lexus ES 300h Base Hybrid 200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid Interior color: Beige exterior color: Gold Unknown car 2013
Cadillac,CT5-V V-Series,2022,4451,Petrol,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Summit White,Jet Black,1,Yes,55655,Cadillac CT5-V V-Series Petrol 3.0L V6 24V GDI DOHC Twin Turbo Interior color: Jet Black exterior color: Summit White Automatic car 2022
BMW,540 i xDrive,2020,27158,Petrol,2.0 Liter Turbo,Automatic,Imperial Blue Metallic,Canberra Beige/Black,0,No,39998,BMW 540 i xDrive Petrol 2.0 Liter Turbo Interior color: Canberra Beige/Black exterior color: Imperial Blue Metallic Automatic car 2020
Chevrolet,Express 1500 Work Van,2014,139804,Petrol,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,1,Yes,14500,Chevrolet Express 1500 Work Van Petrol 195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2014
Jeep,Gladiator Rubicon,2022,27300,Petrol,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,0,Yes,47500,Jeep Gladiator Rubicon Petrol 285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Green Automatic car 2022
BMW,Z4 sDrive28i,2014,36812,Petrol,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,27000,BMW Z4 sDrive28i Petrol 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2014
Land,Rover LR4 HSE LUX Landmark Edition,2016,144000,Petrol,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,1,Yes,18000,Land Rover LR4 HSE LUX Landmark Edition Petrol 340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2016
Cadillac,XT4 Sport,2019,44500,Petrol,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,0,Yes,28900,Cadillac XT4 Sport Petrol 237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Blue Automatic car 2019
BMW,750 750i xDrive,2021,10917,Petrol,4.4 Liter Twin Turbo,Automatic,Black,Black,0,No,73998,BMW 750 750i xDrive Petrol 4.4 Liter Twin Turbo Interior color: Black exterior color: Black Automatic car 2021
Bentley,Arnage R,2005,8332,Petrol,400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,47350,Bentley Arnage R Petrol 400.0HP 6.75L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2005
Lincoln,Aviator Reserve AWD,2020,51247,Petrol,3.0 Liter GTDI,Automatic,Magnetic Gray Clearcoat,Roast,0,No,47698,Lincoln Aviator Reserve AWD Petrol 3.0 Liter GTDI Interior color: Roast exterior color: Magnetic Gray Clearcoat Automatic car 2020
Mercedes-Benz,AMG GL AMG GL 63 4MATIC,2016,69000,Petrol,550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,0,Yes,36500,Mercedes-Benz AMG GL AMG GL 63 4MATIC Petrol 550.0HP 5.5L 8 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Black Automatic car 2016
RAM,ProMaster 3500 High Roof,2021,147834,Petrol,3.6L V6 24V MPFI DOHC,Automatic,Bright White Clearcoat,Black,0,Yes,32662,RAM ProMaster 3500 High Roof Petrol 3.6L V6 24V MPFI DOHC Interior color: Black exterior color: Bright White Clearcoat Automatic car 2021
Ford,Utility Police Interceptor Base,2013,105000,Petrol,300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,1,Yes,6600,Ford Utility Police Interceptor Base Petrol 300.0HP 3.7L V6 Cylinder Engine Flex Fuel Capability Interior color: Black exterior color: White Automatic car 2013
Audi,A5 2.0T Premium,2011,92203,Petrol,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,0,Yes,9995,Audi A5 2.0T Premium Petrol 211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Red Automatic car 2011
Nissan,GT-R Premium,2010,15600,Petrol,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,69500,Nissan GT-R Premium Petrol 485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2010
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Petrol,V6,Automatic,Fuji White,Ivory / Ebony,1,No,30775,Land Rover Range Rover Sport 3.0L Supercharged HSE Petrol V6 Interior color: Ivory / Ebony exterior color: Fuji White Automatic car 2018
Toyota,Corolla LE,2010,72348,Petrol,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,1,Yes,9995,Toyota Corolla LE Petrol 132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Red Automatic car 2010
Rivian,R1S Adventure Package,2023,2500,Unknown,835.0HP Electric Motor Electric Fuel System,Automatic,Green,White,0,Yes,94000,Rivian R1S Adventure Package Unknown 835.0HP Electric Motor Electric Fuel System Interior color: White exterior color: Green Automatic car 2023
Mercedes-Benz,C-Class C300 4MATIC,2022,13177,Petrol,2.0 Liter Turbo,Automatic,White,Silk Beige/Black,0,No,44798,Mercedes-Benz C-Class C300 4MATIC Petrol 2.0 Liter Turbo Interior color: Silk Beige/Black exterior color: White Automatic car 2022
Porsche,Cayenne E-Hybrid S,2016,96000,Hybrid,416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas,Automatic,White,Red,1,Yes,23000,Porsche Cayenne E-Hybrid S Hybrid 416.0HP 3.0L V6 Cylinder Engine Plug-In Electric/Gas Interior color: Red exterior color: White Automatic car 2016
Chevrolet,Express 1500 Work Van,2011,93009,Petrol,5.3L V8 16V MPFI OHV Flexible Fuel,Automatic,Summit White,Medium Pewter,0,Yes,22495,Chevrolet Express 1500 Work Van Petrol 5.3L V8 16V MPFI OHV Flexible Fuel Interior color: Medium Pewter exterior color: Summit White Automatic car 2011
INFINITI,Q70h Base,2016,52750,Hybrid,360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,1,Yes,28998,INFINITI Q70h Base Hybrid 360.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid Interior color: Black exterior color: White Automatic car 2016
Audi,A7 Premium Plus,2020,25361,Hybrid,3.0 Liter Turbo,Automatic,Typhoon Gray,Black,0,No,49998,Audi A7 Premium Plus Hybrid 3.0 Liter Turbo Interior color: Black exterior color: Typhoon Gray Automatic car 2020
Audi,Q7 3.0T Premium Plus,2015,98527,Petrol,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,No,9995,Audi Q7 3.0T Premium Plus Petrol 280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2015
Lucid,Air Pure,2023,1300,Unknown,620.0HP Electric Motor Electric Fuel System,Automatic,Black,Gray,0,No,86900,Lucid Air Pure Unknown 620.0HP Electric Motor Electric Fuel System Interior color: Gray exterior color: Black Automatic car 2023
Chrysler,Pacifica Touring,2017,87305,Unknown,–,Automatic,Silver,Black,0,Yes,9000,Chrysler Pacifica Touring Unknown – Interior color: Black exterior color: Silver Automatic car 2017
Audi,TTS 2.0T Premium Plus,2012,72922,Petrol,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,No,25999,Audi TTS 2.0T Premium Plus Petrol 265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2012
BMW,650 Gran Coupe i xDrive,2015,41000,Petrol,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,30000,BMW 650 Gran Coupe i xDrive Petrol 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2015
Subaru,Forester Premium,2021,42125,Petrol,2.5L H4 16V GDI DOHC,Automatic,Crystal Black Silica,Black,0,Yes,27899,Subaru Forester Premium Petrol 2.5L H4 16V GDI DOHC Interior color: Black exterior color: Crystal Black Silica Automatic car 2021
Mercedes-Benz,AMG C AMG C 63,2016,62000,Petrol,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,40000,Mercedes-Benz AMG C AMG C 63 Petrol 469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2016
Land,Rover LR3 HSE,2006,153843,Petrol,300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,1,Yes,9950,Land Rover LR3 HSE Petrol 300.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Red Automatic car 2006
BMW,X7 xDrive40i,2019,35248,Petrol,3.0 Liter Twin Turbo,Automatic,Arctic Gray Metallic,Black,0,No,53998,BMW X7 xDrive40i Petrol 3.0 Liter Twin Turbo Interior color: Black exterior color: Arctic Gray Metallic Automatic car 2019
Ford,Transit Connect XLT,2015,194454,Petrol,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,9888,Ford Transit Connect XLT Petrol 169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2015
Lexus,LX 570 Three-Row,2021,21000,Petrol,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,89999,Lexus LX 570 Three-Row Petrol 383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2021
Porsche,911 Carrera S,2013,18494,Petrol,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,0,No,86900,Porsche 911 Carrera S Petrol 400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Manual car 2013
Dodge,Ram 2500 Laramie Quad Cab,2006,218000,Petrol,330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,0,Yes,12990,Dodge Ram 2500 Laramie Quad Cab Petrol 330.0HP 5.7L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Red Automatic car 2006
Nissan,Armada SL,2021,67800,Petrol,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,1,Yes,36500,Nissan Armada SL Petrol 400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2021
Porsche,Cayman Base,2014,79000,Petrol,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,1,Yes,42999,Porsche Cayman Base Petrol 275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Red Automatic car 2014
Mercedes-Benz,GLE 450 GLE 450,2022,24906,Hybrid,3.0 Liter Turbo,Automatic,Selenite Grey Metallic,Black,0,No,63998,Mercedes-Benz GLE 450 GLE 450 Hybrid 3.0 Liter Turbo Interior color: Black exterior color: Selenite Grey Metallic Automatic car 2022
Chevrolet,Monte Carlo SS,2006,66840,Petrol,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,1,Yes,12000,Chevrolet Monte Carlo SS Petrol 303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2006
BMW,M5 Base,2013,86000,Petrol,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,0,Yes,32000,BMW M5 Base Petrol 560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel Interior color: White exterior color: Blue Automatic car 2013
Hyundai,Kona N Base,2023,654,Petrol,2.0L I4 16V GDI DOHC Turbo,Automatic,Ultra Black,Black,0,Yes,34599,Hyundai Kona N Base Petrol 2.0L I4 16V GDI DOHC Turbo Interior color: Black exterior color: Ultra Black Automatic car 2023
Chevrolet,Monte Carlo SS,2005,75000,Petrol,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,0,Yes,12500,Chevrolet Monte Carlo SS Petrol 240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Black Automatic car 2005
Land,Rover Range Rover Evoque Pure,2015,84000,Petrol,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,1,Yes,22800,Land Rover Range Rover Evoque Pure Petrol 240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Beige Automatic car 2015
Audi,S7 4.0T Premium Plus,2017,52500,Petrol,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,0,Yes,39999,Audi S7 4.0T Premium Plus Petrol 450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Gray Automatic car 2017
GMC,Acadia SLT-1,2011,120000,Petrol,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,0,Yes,7500,GMC Acadia SLT-1 Petrol 288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Automatic car 2011
Alfa,Romeo Stelvio Ti Sport,2020,18665,Petrol,2.0L I4 16V GDI SOHC Turbo,Automatic,Lunare White Metallic,Ice,0,Yes,35645,Alfa Romeo Stelvio Ti Sport Petrol 2.0L I4 16V GDI SOHC Turbo Interior color: Ice exterior color: Lunare White Metallic Automatic car 2020
Ferrari,FF Base,2016,19987,Petrol,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,Automatic,Black,Brown,0,Yes,149900,Ferrari FF Base Petrol 651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: Black Automatic car 2016
Kia,K900 5.0L,2017,36486,Petrol,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,1,Yes,23950,Kia K900 5.0L Petrol 420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Black Automatic car 2017
Ford,E150 XLT,2013,162100,Petrol,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Gray,0,Yes,12500,Ford E150 XLT Petrol 255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability Interior color: Gray exterior color: Black Automatic car 2013
Tesla,Model 3 Performance,2022,13079,Unknown,455.0HP Electric Motor Electric Fuel System,Automatic,Black,White,0,Yes,47000,Tesla Model 3 Performance Unknown 455.0HP Electric Motor Electric Fuel System Interior color: White exterior color: Black Automatic car 2022
Toyota,4Runner SR5,2022,28377,Petrol,4.0L V6 24V MPFI DOHC,Automatic,Silver,Gray,0,No,36999,Toyota 4Runner SR5 Petrol 4.0L V6 24V MPFI DOHC Interior color: Gray exterior color: Silver Automatic car 2022
Subaru,Forester Base,2020,32744,Petrol,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Unknown,Black,Gray,0,Yes,24000,Subaru Forester Base Petrol 182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Black Unknown car 2020
Porsche,Panamera 2,2012,54000,Petrol,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,1,Yes,26000,Porsche Panamera 2 Petrol 300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: – exterior color: White Automatic car 2012
Toyota,Tacoma PreRunner,2008,202055,Petrol,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,1,Yes,8500,Toyota Tacoma PreRunner Petrol 236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: Silver Automatic car 2008
RAM,2500 Laramie,2019,65000,Diesel,370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,Black,Black,0,Yes,65000,RAM 2500 Laramie Diesel 370.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel Interior color: Black exterior color: Black Automatic car 2019
Kia,Sportage Nightfall,2022,9686,Petrol,2.4L I4 16V GDI DOHC,Automatic,Hyper Red,Black,0,Yes,30990,Kia Sportage Nightfall Petrol 2.4L I4 16V GDI DOHC Interior color: Black exterior color: Hyper Red Automatic car 2022
Cadillac,DTS Base,2010,49620,Petrol,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,0,Yes,10499,Cadillac DTS Base Petrol 275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2010
Toyota,Land Cruiser Base,1997,213000,Petrol,212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,26500,Toyota Land Cruiser Base Petrol 212.0HP 4.5L Straight 6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 1997
Nissan,GT-R Premium,2020,16010,Petrol,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,0,Yes,114000,Nissan GT-R Premium Petrol 565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: White Automatic car 2020
Lexus,NX 350 F SPORT Handling,2023,820,Petrol,2.4 Liter,Unknown,Black,Black,0,No,51998,Lexus NX 350 F SPORT Handling Petrol 2.4 Liter Interior color: Black exterior color: Black Unknown car 2023
Audi,Q7 45 Premium Plus,2021,68000,Petrol,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,0,Yes,36499,Audi Q7 45 Premium Plus Petrol 248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Blue Automatic car 2021
Lexus,LX 470 Base,1999,82000,Petrol,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,0,Yes,25000,Lexus LX 470 Base Petrol 230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 1999
GMC,Terrain SLE,2022,27352,Petrol,1.5L I4 16V GDI DOHC Turbo,Automatic,Summit White,Jet Black,0,No,27785,GMC Terrain SLE Petrol 1.5L I4 16V GDI DOHC Turbo Interior color: Jet Black exterior color: Summit White Automatic car 2022
Ford,Escape Limited,2012,129000,Petrol,171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,1,Yes,7000,Ford Escape Limited Petrol 171.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Gray exterior color: White Automatic car 2012
Lexus,LS 460 L,2014,106731,Petrol,360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,1,Yes,30000,Lexus LS 460 L Petrol 360.0HP 4.6L 8 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: White Automatic car 2014
Ford,Expedition Platinum,2019,34672,Petrol,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,0,Yes,45500,Ford Expedition Platinum Petrol 400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel Interior color: White exterior color: White Automatic car 2019
Chevrolet,Malibu LTZ,2010,55900,Petrol,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,0,Yes,8950,Chevrolet Malibu LTZ Petrol 252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel Interior color: Beige exterior color: Beige Automatic car 2010
Audi,RS 7 4.0T quattro,2023,3158,Petrol,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Daytona Gray Pearl Effect,Black / Express Red,0,No,128900,Audi RS 7 4.0T quattro Petrol 4.0L V8 32V GDI DOHC Twin Turbo Interior color: Black / Express Red exterior color: Daytona Gray Pearl Effect Automatic car 2023
Audi,A5 2.0T Premium Plus,2015,82000,Petrol,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,0,Yes,17000,Audi A5 2.0T Premium Plus Petrol 220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel Interior color: Brown exterior color: White Automatic car 2015
Genesis,G70 2.0T,2023,4785,Petrol,2.0L I4 16V GDI DOHC Turbo,Automatic,Vik Black,Obsidian Black,0,Yes,42850,Genesis G70 2.0T Petrol 2.0L I4 16V GDI DOHC Turbo Interior color: Obsidian Black exterior color: Vik Black Automatic car 2023
Chevrolet,Trailblazer LS,2021,20497,Petrol,1.3L I3 12V GDI DOHC Turbo,Automatic,Pacific Blue Metallic,Black,0,No,22999,Chevrolet Trailblazer LS Petrol 1.3L I3 12V GDI DOHC Turbo Interior color: Black exterior color: Pacific Blue Metallic Automatic car 2021
Scion,tC Base,2013,177600,Petrol,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,1,Yes,7100,Scion tC Base Petrol 180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel Interior color: Black exterior color: Silver Automatic car 2013
